Date,Open,High,Low,Close,Adj Close,Volume
2014-07-24,1297.449951,1301.000000,1283.500000,1297.599976,1118.572388,1481418
2014-07-25,1297.000000,1307.180054,1283.500000,1302.880005,1123.123901,1806914
2014-07-28,1288.569946,1299.819946,1277.500000,1294.650024,1120.328857,1314922
2014-07-30,1292.400024,1305.000000,1286.300049,1297.530029,1122.821289,1899252
2014-07-31,1287.550049,1299.000000,1284.619995,1290.030029,1116.330933,2407210
2014-08-01,1287.500000,1293.969971,1255.000000,1258.199951,1088.786743,2381882
2014-08-04,1266.000000,1270.949951,1244.000000,1263.030029,1092.966187,1828636
2014-08-05,1272.449951,1272.500000,1245.050049,1261.849976,1091.945313,1404656
2014-08-06,1258.069946,1267.430054,1245.119995,1253.319946,1084.564087,1837562
2014-08-07,1245.000000,1247.500000,1229.530029,1234.900024,1068.624146,1672656
2014-08-08,1232.500000,1253.849976,1232.500000,1239.349976,1072.474731,1464790
2014-08-11,1245.449951,1247.780029,1227.500000,1234.199951,1068.018555,1290896
2014-08-12,1244.949951,1244.949951,1220.099976,1235.880005,1069.472046,984552
2014-08-13,1235.000000,1265.000000,1235.000000,1250.030029,1081.716919,2768378
2014-08-14,1257.000000,1266.000000,1245.030029,1249.880005,1081.586914,1578056
2014-08-18,1245.530029,1252.500000,1235.000000,1243.800049,1076.325684,1373260
2014-08-19,1250.000000,1252.449951,1217.500000,1219.250000,1055.081177,3234156
2014-08-20,1222.250000,1227.530029,1215.030029,1218.099976,1054.086060,2056758
2014-08-21,1223.500000,1230.000000,1215.000000,1216.219971,1052.459473,2265450
2014-08-22,1222.000000,1234.099976,1217.900024,1232.099976,1066.201050,3096238
2014-08-25,1235.000000,1264.250000,1233.449951,1261.030029,1091.235474,3143512
2014-08-26,1264.500000,1275.000000,1250.000000,1266.900024,1096.315552,1815490
2014-08-27,1267.000000,1283.699951,1257.030029,1274.969971,1103.298584,1435460
2014-08-28,1273.500000,1274.650024,1256.500000,1261.180054,1091.365601,1766288
2014-09-01,1262.699951,1280.000000,1261.530029,1268.569946,1097.760376,810148
2014-09-02,1272.900024,1277.400024,1257.050049,1268.949951,1098.089111,1407940
2014-09-03,1269.500000,1308.000000,1269.500000,1303.199951,1127.727539,3061690
2014-09-04,1311.000000,1313.719971,1288.719971,1292.380005,1118.364624,1701598
2014-09-05,1299.949951,1310.900024,1291.530029,1299.300049,1124.352783,1467060
2014-09-08,1306.000000,1325.000000,1299.530029,1321.349976,1143.433960,1697342
2014-09-09,1326.000000,1333.500000,1312.550049,1315.619995,1138.475586,1418098
2014-09-10,1319.000000,1321.380005,1295.599976,1300.069946,1125.019043,1258768
2014-09-11,1305.000000,1312.199951,1295.750000,1299.180054,1124.249023,1075622
2014-09-12,1305.000000,1312.180054,1296.599976,1303.800049,1128.247192,1196210
2014-09-15,1307.000000,1309.300049,1277.000000,1279.150024,1106.915894,1151544
2014-09-16,1283.000000,1287.500000,1272.000000,1275.430054,1103.696777,1535608
2014-09-17,1280.500000,1302.380005,1280.500000,1295.599976,1121.151123,1657700
2014-09-18,1295.849976,1325.900024,1290.500000,1321.150024,1143.260620,1483078
2014-09-19,1321.500000,1370.000000,1321.000000,1357.099976,1174.370117,3587864
2014-09-22,1357.000000,1367.000000,1338.119995,1360.900024,1177.658569,999584
2014-09-23,1362.000000,1391.219971,1341.650024,1344.099976,1163.120361,2055990
2014-09-24,1346.500000,1353.469971,1316.380005,1321.500000,1143.563843,2442132
2014-09-25,1330.469971,1362.500000,1330.000000,1354.300049,1171.947144,2473158
2014-09-26,1355.000000,1362.449951,1335.050049,1342.000000,1161.303345,1612712
