Date,Open,High,Low,Close,Adj Close,Volume
2014-07-24,2500.000000,2511.000000,2485.000000,2498.699951,2389.133057,288868
2014-07-25,2497.000000,2537.000000,2496.899902,2509.300049,2399.268311,230984
2014-07-28,2510.000000,2525.000000,2492.600098,2505.500000,2395.634766,182179
2014-07-30,2509.949951,2560.000000,2485.000000,2552.449951,2440.526123,189655
2014-07-31,2564.750000,2590.000000,2511.399902,2524.050049,2413.371338,958095
2014-08-01,2510.000000,2626.550049,2509.000000,2586.000000,2472.604980,943610
2014-08-04,2590.000000,2660.000000,2571.399902,2645.699951,2529.687012,480503
2014-08-05,2653.699951,2675.000000,2628.600098,2665.850098,2548.953613,412319
2014-08-06,2654.000000,2670.000000,2630.350098,2637.000000,2521.368896,238191
2014-08-07,2629.500000,2667.000000,2629.500000,2649.399902,2533.224854,286075
2014-08-08,2629.000000,2635.000000,2593.500000,2622.600098,2507.600586,266242
2014-08-11,2639.000000,2672.000000,2635.050049,2664.550049,2547.710693,226565
2014-08-12,2672.000000,2684.949951,2647.199951,2664.250000,2547.423584,223239
2014-08-13,2653.300049,2674.949951,2643.000000,2650.949951,2534.706787,186796
2014-08-14,2645.000000,2693.000000,2645.000000,2666.550049,2549.622803,311544
2014-08-18,2651.149902,2722.500000,2651.149902,2703.550049,2585.000732,359547
2014-08-19,2715.000000,2760.000000,2712.199951,2749.300049,2628.744629,404906
2014-08-20,2749.000000,2755.000000,2724.949951,2737.850098,2617.796631,212477
2014-08-21,2743.949951,2771.000000,2738.100098,2750.550049,2629.939697,206504
2014-08-22,2756.000000,2767.899902,2729.000000,2754.850098,2634.051270,192631
2014-08-25,2781.000000,2824.949951,2779.199951,2805.850098,2682.814697,390940
2014-08-26,2785.000000,2799.899902,2755.000000,2772.399902,2650.831299,295099
2014-08-27,2785.000000,2798.649902,2760.750000,2769.250000,2659.330322,308090
2014-08-28,2775.000000,2803.699951,2761.699951,2784.500000,2673.974609,444326
2014-09-01,2804.000000,2930.000000,2792.000000,2912.800049,2797.182129,640846
2014-09-02,2929.000000,2966.000000,2907.800049,2915.050049,2799.342773,431825
2014-09-03,2940.000000,2942.000000,2897.000000,2908.550049,2793.101074,423897
2014-09-04,2910.000000,2923.550049,2883.100098,2897.750000,2782.729736,254066
2014-09-05,2872.000000,2901.949951,2859.899902,2880.750000,2766.404053,262632
2014-09-08,2875.000000,2924.399902,2856.000000,2915.649902,2799.918701,393871
2014-09-09,2930.000000,2932.000000,2903.000000,2910.000000,2794.493408,194446
2014-09-10,2891.050049,2919.949951,2885.000000,2906.949951,2791.564209,185112
2014-09-11,2905.000000,2924.000000,2876.250000,2917.100098,2801.311523,280993
2014-09-12,2921.000000,2979.000000,2921.000000,2971.800049,2853.840332,453657
2014-09-15,2970.899902,2974.399902,2930.000000,2962.600098,2845.005371,287604
2014-09-16,2955.000000,2980.300049,2931.000000,2950.350098,2833.241699,360771
