Date,Open,High,Low,Close,Adj Close,Volume
2014-07-24,83.875000,84.362503,82.500000,82.724998,47.140190,1315704
2014-07-25,82.862503,83.224998,80.550003,81.337502,46.349541,1563168
2014-07-28,80.787498,81.712502,79.887497,80.525002,45.886547,1377188
2014-07-30,80.187500,82.112503,80.187500,81.012497,46.164345,1356304
2014-07-31,81.000000,83.750000,81.000000,82.812500,47.190048,4924680
2014-08-01,82.699997,84.449997,82.162498,82.412498,46.962120,2093136
2014-08-04,83.000000,86.849998,83.000000,85.887497,48.942322,3625168
2014-08-05,86.237503,86.500000,83.800003,84.062500,47.902355,2572756
2014-08-06,84.062500,84.625000,82.087502,82.362503,46.933628,2214864
2014-08-07,82.612503,85.000000,82.612503,84.650002,48.237148,2756236
2014-08-08,83.112503,83.675003,80.875000,81.074997,46.199955,5184456
2014-08-11,81.425003,83.000000,81.425003,82.300003,46.898018,1169940
2014-08-12,82.487503,85.862503,82.487503,85.262497,48.586174,4829608
2014-08-13,85.862503,87.962502,85.637497,86.112503,49.070538,4876536
2014-08-14,84.125000,84.900002,83.150002,84.550003,53.594887,2263792
2014-08-18,84.074997,89.974998,84.074997,88.087502,55.837246,8053852
2014-08-19,89.675003,90.849998,88.875000,89.574997,56.780155,7408808
2014-08-20,90.000000,90.949997,88.449997,88.787498,56.280968,3609904
2014-08-21,88.512497,92.762497,88.512497,92.187500,58.436176,5944624
2014-08-22,92.637497,93.375000,90.050003,90.574997,57.414028,6142228
2014-08-25,90.650002,91.474998,89.250000,89.449997,56.700924,3743784
2014-08-26,89.474998,90.337502,86.387497,88.112503,55.853104,3922736
2014-08-27,88.237503,89.324997,88.137497,88.849998,56.320587,4339376
2014-08-28,88.837502,90.824997,88.837502,89.849998,56.954460,7415912
2014-09-01,90.224998,95.449997,90.125000,95.162498,60.321980,9466276
2014-09-02,95.750000,96.925003,95.250000,96.175003,60.963791,6215564
2014-09-03,98.474998,99.625000,97.000000,97.750000,61.962147,10398740
2014-09-04,97.400002,97.962502,94.324997,96.125000,60.932087,2811628
2014-09-05,96.737503,98.862503,95.949997,96.849998,61.391655,3035248
2014-09-08,98.449997,100.675003,96.949997,100.175003,63.499321,4629144
2014-09-09,101.000000,101.250000,97.837502,99.412498,63.015991,4021556
2014-09-10,99.000000,99.474998,97.375000,97.712502,61.938381,2663216
2014-09-11,97.987503,99.587502,97.400002,99.262497,62.920887,3405524
2014-09-12,100.125000,102.800003,99.625000,100.050003,63.420101,11516584
2014-09-15,100.000000,101.375000,99.362503,99.750000,63.229923,3830704
2014-09-16,100.000000,100.212997,93.025002,93.775002,59.442471,6960556
2014-09-17,94.237503,95.000000,91.125000,92.175003,58.428249,3790160
2014-09-18,91.800003,94.849998,91.137497,94.525002,59.917877,4101536
